0	  7.63018e-16
0.1	  7.63018e-16
0.2	  7.63018e-16
0.3	  7.63018e-16
0.4	  7.63018e-16
0.5	  7.63018e-16
0.6	  7.63018e-16
0.7	  7.63018e-16
0.8	  7.63018e-16
0.9	  7.63018e-16
1	  7.63018e-16
1.1	  7.63018e-16
1.2	  7.63018e-16
1.3	  7.63018e-16
1.4	  7.63018e-16
1.5	  7.63018e-16
1.6	  7.63018e-16
1.7	  7.63018e-16
1.8	  7.63018e-16
1.9	  7.63018e-16
2	  7.63018e-16
2.1	  7.63018e-16
2.2	  7.63018e-16
2.3	  7.63018e-16
2.4	  7.63018e-16
2.5	  7.63018e-16
2.6	  7.63018e-16
2.7	  7.63018e-16
2.8	  7.63018e-16
2.9	  7.63018e-16
3	  7.63018e-16
3.1	  7.63018e-16
3.2	  7.63018e-16
3.3	  7.63018e-16
3.4	  7.63018e-16
3.5	  7.63018e-16
3.6	  7.63018e-16
3.7	  7.63018e-16
3.8	  7.63018e-16
3.9	  7.63018e-16
4	  7.63018e-16
4.1	  7.63018e-16
4.2	  7.63018e-16
4.3	  7.63018e-16
4.4	  7.63018e-16
4.5	  7.63018e-16
4.6	  7.63018e-16
4.7	  7.63018e-16
4.8	  7.63018e-16
4.9	  7.63018e-16
5	  7.63018e-16
5.1	  7.63018e-16
5.2	  7.63018e-16
5.3	  7.63018e-16
5.4	  7.63018e-16
5.5	  7.63018e-16
5.6	  7.63018e-16
5.7	  7.63018e-16
5.8	  7.63018e-16
5.9	  7.63018e-16
6	  7.63018e-16
6.1	  7.63018e-16
6.2	  7.63018e-16
6.3	  7.63018e-16
6.4	  7.63018e-16
6.5	  7.63018e-16
6.6	  7.63018e-16
6.7	  7.63018e-16
6.8	  7.63018e-16
6.9	  7.63018e-16
7	  7.63018e-16
7.1	  7.63018e-16
7.2	  7.63018e-16
7.3	  7.63018e-16
7.4	  7.63018e-16
7.5	  7.63018e-16
7.6	  7.63018e-16
7.7	  7.63018e-16
7.8	  7.63018e-16
7.9	  7.63018e-16
8	  7.63018e-16
8.1	  7.63018e-16
8.2	  7.63018e-16
8.3	  7.63018e-16
8.4	  7.63018e-16
8.5	  7.63018e-16
8.6	  7.63018e-16
8.7	  7.63018e-16
8.8	  7.63018e-16
8.9	  7.63018e-16
9	  7.63018e-16
9.1	  7.63018e-16
9.2	  7.63018e-16
9.3	  7.63018e-16
9.4	  7.63018e-16
9.5	  7.63018e-16
9.6	  7.63018e-16
9.7	  7.63018e-16
9.8	  7.63018e-16
9.9	  7.63018e-16
10	  7.63018e-16
10.1	  7.63018e-16
10.2	  7.63018e-16
10.3	  7.63018e-16
10.4	  7.63018e-16
10.5	  7.63018e-16
10.6	  7.63018e-16
10.7	  7.63018e-16
10.8	  7.63018e-16
10.9	  7.63018e-16
11	  7.63018e-16
11.1	  7.63018e-16
11.2	  7.63018e-16
11.3	  7.63018e-16
11.4	  7.63018e-16
11.5	  7.63018e-16
11.6	  7.63018e-16
11.7	  7.63018e-16
11.8	  7.63018e-16
11.9	  7.63018e-16
12	  7.63018e-16
12.1	  7.63018e-16
12.2	  7.63018e-16
12.3	  7.63018e-16
12.4	  7.63018e-16
12.5	  7.63018e-16
12.6	  7.63018e-16
12.7	  7.63018e-16
12.8	  7.63018e-16
12.9	  7.63018e-16
13	  7.63018e-16
13.1	  7.63018e-16
13.2	  7.63018e-16
13.3	  7.63018e-16
13.4	  7.63018e-16
13.5	  7.63018e-16
13.6	  7.63018e-16
13.7	  7.63018e-16
13.8	  7.63018e-16
13.9	  7.63018e-16
14	  7.63018e-16
14.1	  7.63018e-16
14.2	  7.63018e-16
14.3	  7.63018e-16
14.4	  7.63018e-16
14.5	  7.63018e-16
14.6	  7.63018e-16
14.7	  7.63018e-16
14.8	  7.63018e-16
14.9	  7.63018e-16
15	  7.63018e-16
15.1	  7.63018e-16
15.2	  7.63018e-16
15.3	  7.63018e-16
15.4	  7.63018e-16
15.5	  7.63018e-16
15.6	  7.63018e-16
15.7	  7.63018e-16
15.8	  7.63018e-16
15.9	  7.63018e-16
16	  7.63018e-16
16.1	  7.63018e-16
16.2	  7.63018e-16
16.3	  7.63018e-16
16.4	  7.63018e-16
16.5	  7.63018e-16
16.6	  7.63018e-16
16.7	  7.63018e-16
16.8	  7.63018e-16
16.9	  7.63018e-16
17	  7.63018e-16
17.1	  7.63018e-16
17.2	  7.63018e-16
17.3	  7.63018e-16
17.4	  7.63018e-16
17.5	  7.63018e-16
17.6	  7.63018e-16
17.7	  7.63018e-16
17.8	  7.63018e-16
17.9	  7.63018e-16
18	  7.63018e-16
18.1	  7.63018e-16
18.2	  7.63018e-16
18.3	  7.63018e-16
18.4	  7.63018e-16
18.5	  7.63018e-16
18.6	  7.63018e-16
18.7	  7.63018e-16
18.8	  7.63018e-16
18.9	  7.63018e-16
19	  7.63018e-16
19.1	  7.63018e-16
19.2	  7.63018e-16
19.3	  7.63018e-16
19.4	  7.63018e-16
19.5	  7.63018e-16
19.6	  7.63018e-16
19.7	  7.63018e-16
19.8	  7.63018e-16
19.9	  7.63018e-16
20	  7.63018e-16
20.1	  7.63018e-16
20.2	  7.63018e-16
20.3	  7.63018e-16
20.4	  7.63018e-16
20.5	  7.63018e-16
20.6	  7.63018e-16
20.7	  7.63018e-16
20.8	  7.63018e-16
20.9	  7.63018e-16
21	  7.63018e-16
21.1	  7.63018e-16
21.2	  7.63018e-16
21.3	  7.63018e-16
21.4	  7.63018e-16
21.5	  7.63018e-16
21.6	  7.63018e-16
21.7	  7.63018e-16
21.8	  7.63018e-16
21.9	  7.63018e-16
22	  7.63018e-16
22.1	  7.63018e-16
22.2	  7.63018e-16
22.3	  7.63018e-16
22.4	  7.63018e-16
22.5	  7.63018e-16
22.6	  7.63018e-16
22.7	  7.63018e-16
22.8	  7.63018e-16
22.9	  7.63018e-16
23	  7.63018e-16
23.1	  7.63018e-16
23.2	  7.63018e-16
23.3	  7.63018e-16
23.4	  7.63018e-16
23.5	  7.63018e-16
23.6	  7.63018e-16
23.7	  7.63018e-16
23.8	  7.63018e-16
23.9	  7.63018e-16
24	  7.63018e-16
24.1	  7.63018e-16
24.2	  7.63018e-16
24.3	  7.63018e-16
24.4	  7.63018e-16
24.5	  7.63018e-16
24.6	  7.63018e-16
24.7	  7.63018e-16
24.8	  7.63018e-16
24.9	  7.63018e-16
25	  7.63018e-16
25.1	  7.63018e-16
25.2	  7.63018e-16
25.3	  7.63018e-16
25.4	  7.63018e-16
25.5	  7.63018e-16
25.6	  7.63018e-16
25.7	  7.63018e-16
25.8	  7.63018e-16
25.9	  7.63018e-16
26	  7.63018e-16
26.1	  7.63018e-16
26.2	  7.63018e-16
26.3	  7.63018e-16
26.4	  7.63018e-16
26.5	  7.63018e-16
26.6	  7.63018e-16
26.7	  7.63018e-16
26.8	  7.63018e-16
26.9	  7.63018e-16
27	  7.63018e-16
27.1	  7.63018e-16
27.2	  7.63018e-16
27.3	  7.63018e-16
27.4	  7.63018e-16
27.5	  7.63018e-16
27.6	  7.63018e-16
27.7	  7.63018e-16
27.8	  7.63018e-16
27.9	  7.63018e-16
28	  7.63018e-16
28.1	  7.63018e-16
28.2	  7.63018e-16
28.3	  7.63018e-16
28.4	  7.63018e-16
28.5	  7.63018e-16
28.6	  7.63018e-16
28.7	  7.63018e-16
28.8	  7.63018e-16
28.9	  7.63018e-16
29	  7.63018e-16
29.1	  7.63018e-16
29.2	  7.63018e-16
29.3	  7.63018e-16
29.4	  7.63018e-16
29.5	  7.63018e-16
29.6	  7.63018e-16
29.7	  7.63018e-16
29.8	  7.63018e-16
29.9	  7.63018e-16
30	  7.63018e-16
30.1	  7.63018e-16
30.2	  7.63018e-16
30.3	  7.63018e-16
30.4	  7.63018e-16
30.5	  7.63018e-16
30.6	  7.63018e-16
30.7	  7.63018e-16
30.8	  7.63018e-16
30.9	  7.63018e-16
31	  7.63018e-16
31.1	  7.63018e-16
31.2	  7.63018e-16
31.3	  7.63018e-16
31.4	  7.63018e-16
31.5	  7.63018e-16
31.6	  7.63018e-16
31.7	  7.63018e-16
31.8	  7.63018e-16
31.9	  7.63018e-16
32	  7.63018e-16
32.1	  7.63018e-16
32.2	  7.63018e-16
32.3	  7.63018e-16
32.4	  7.63018e-16
32.5	  7.63018e-16
32.6	  7.63018e-16
32.7	  7.63018e-16
32.8	  7.63018e-16
32.9	  7.63018e-16
33	  7.63018e-16
33.1	  7.63018e-16
33.2	  7.63018e-16
33.3	  7.63018e-16
33.4	  7.63018e-16
33.5	  7.63018e-16
33.6	  7.63018e-16
33.7	  7.63018e-16
33.8	  7.63018e-16
33.9	  7.63018e-16
34	  7.63018e-16
34.1	  7.63018e-16
34.2	  7.63018e-16
34.3	  7.63018e-16
34.4	  7.63018e-16
34.5	  7.63018e-16
34.6	  7.63018e-16
34.7	  7.63018e-16
34.8	  7.63018e-16
34.9	  7.63018e-16
35	  7.63018e-16
35.1	  7.63018e-16
35.2	  7.63018e-16
35.3	  7.63018e-16
35.4	  7.63018e-16
35.5	  7.63018e-16
35.6	  7.63018e-16
35.7	  7.63018e-16
35.8	  7.63018e-16
35.9	  7.63018e-16
36	  7.63018e-16
36.1	  7.63018e-16
36.2	  7.63018e-16
36.3	  7.63018e-16
36.4	  7.63018e-16
36.5	  7.63018e-16
36.6	  7.63018e-16
36.7	  7.63018e-16
36.8	  7.63018e-16
36.9	  7.63018e-16
37	  7.63018e-16
37.1	  7.63018e-16
37.2	  7.63018e-16
37.3	  7.63018e-16
37.4	  7.63018e-16
37.5	  7.63018e-16
37.6	  7.63018e-16
37.7	  7.63018e-16
37.8	  7.63018e-16
37.9	  7.63018e-16
38	  7.63018e-16
38.1	  7.63018e-16
38.2	  7.63018e-16
38.3	  7.63018e-16
38.4	  7.63018e-16
38.5	  7.63018e-16
38.6	  7.63018e-16
38.7	  7.63018e-16
38.8	  7.63018e-16
38.9	  7.63018e-16
39	  7.63018e-16
39.1	  7.63018e-16
39.2	  7.63018e-16
39.3	  7.63018e-16
39.4	  7.63018e-16
39.5	  7.63018e-16
39.6	  7.63018e-16
39.7	  7.63018e-16
39.8	  7.63018e-16
39.9	  7.63018e-16
40	  7.63018e-16
40.1	  7.63018e-16
40.2	  7.63018e-16
40.3	  7.63018e-16
40.4	  7.63018e-16
40.5	  7.63018e-16
40.6	  7.63018e-16
40.7	  7.63018e-16
40.8	  7.63018e-16
40.9	  7.63018e-16
41	  7.63018e-16
41.1	  7.63018e-16
41.2	  7.63018e-16
41.3	  7.63018e-16
41.4	  7.63018e-16
41.5	  7.63018e-16
41.6	  7.63018e-16
41.7	  7.63018e-16
41.8	  7.63018e-16
41.9	  7.63018e-16
42	  7.63018e-16
42.1	  7.63018e-16
42.2	  7.63018e-16
42.3	  7.63018e-16
42.4	  7.63018e-16
42.5	  7.63018e-16
42.6	  7.63018e-16
42.7	  7.63018e-16
42.8	  7.63018e-16
42.9	  7.63018e-16
43	  7.63018e-16
43.1	  7.63018e-16
43.2	  7.63018e-16
43.3	  7.63018e-16
43.4	  7.63018e-16
43.5	  7.63018e-16
43.6	  7.63018e-16
43.7	  7.63018e-16
43.8	  7.63018e-16
43.9	  7.63018e-16
44	  7.63018e-16
44.1	  7.63018e-16
44.2	  7.63018e-16
44.3	  7.63018e-16
44.4	  7.63018e-16
44.5	  7.63018e-16
44.6	  7.63018e-16
44.7	  7.63018e-16
44.8	  7.63018e-16
44.9	  7.63018e-16
45	  7.63018e-16
45.1	  7.63018e-16
45.2	  7.63018e-16
45.3	  7.63018e-16
45.4	  7.63018e-16
45.5	  7.63018e-16
45.6	  7.63018e-16
45.7	  7.63018e-16
45.8	  7.63018e-16
45.9	  7.63018e-16
46	  7.63018e-16
46.1	  7.63018e-16
46.2	  7.63018e-16
46.3	  7.63018e-16
46.4	  7.63018e-16
46.5	  7.63018e-16
46.6	  7.63018e-16
46.7	  7.63018e-16
46.8	  7.63018e-16
46.9	  7.63018e-16
47	  7.63018e-16
47.1	  7.63018e-16
47.2	  7.63018e-16
47.3	  7.63018e-16
47.4	  7.63018e-16
47.5	  7.63018e-16
47.6	  7.63018e-16
47.7	  7.63018e-16
47.8	  7.63018e-16
47.9	  7.63018e-16
48	  7.63018e-16
48.1	  7.63018e-16
48.2	  7.63018e-16
48.3	  7.63018e-16
48.4	  7.63018e-16
48.5	  7.63018e-16
48.6	  7.63018e-16
48.7	  7.63018e-16
48.8	  7.63018e-16
48.9	  7.63018e-16
49	  7.63018e-16
49.1	  7.63018e-16
49.2	  7.63018e-16
49.3	  7.63018e-16
49.4	  7.63018e-16
49.5	  7.63018e-16
49.6	  7.63018e-16
49.7	  7.63018e-16
49.8	  7.63018e-16
49.9	  7.63018e-16
